QNAME,CHEMSC,ERROR,CLASS,LENGTH,DB,NAME,SPECIE,MASS,PREC:mE504_NEG_01.raw,PREC:mE504_NEG_02.raw,PREC:mE504_NEG_03.raw,PREC:mE504_NEG_04.raw,PREC:mE504_NEG_05.raw,SUMFA:mE504_NEG_01.raw,SUMFA:mE504_NEG_02.raw,SUMFA:mE504_NEG_03.raw,SUMFA:mE504_NEG_04.raw,SUMFA:mE504_NEG_05.raw,FA1,MASSFA1,FA1INTENS:mE504_NEG_01.raw,FA1INTENS:mE504_NEG_02.raw,FA1INTENS:mE504_NEG_03.raw,FA1INTENS:mE504_NEG_04.raw,FA1INTENS:mE504_NEG_05.raw,FA2,MASSFA2,FA2INTENS:mE504_NEG_01.raw,FA2INTENS:mE504_NEG_02.raw,FA2INTENS:mE504_NEG_03.raw,FA2INTENS:mE504_NEG_04.raw,FA2INTENS:mE504_NEG_05.raw,MASSFRAG1,FRAG1:mE504_NEG_01.raw,FRAG1:mE504_NEG_02.raw,FRAG1:mE504_NEG_03.raw,FRAG1:mE504_NEG_04.raw,FRAG1:mE504_NEG_05.raw,MASSFRAG2,FRAG2:mE504_NEG_01.raw,FRAG2:mE504_NEG_02.raw,FRAG2:mE504_NEG_03.raw,FRAG2:mE504_NEG_04.raw,FRAG2:mE504_NEG_05.raw,MASSNLS,NLS:mE504_NEG_01.raw,NLS:mE504_NEG_02.raw,NLS:mE504_NEG_03.raw,NLS:mE504_NEG_04.raw,NLS:mE504_NEG_05.raw,FAO,MASSFAO,FAOINTENS:mE504_NEG_01.raw,FAOINTENS:mE504_NEG_02.raw,FAOINTENS:mE504_NEG_03.raw,FAOINTENS:mE504_NEG_04.raw,FAOINTENS:mE504_NEG_05.raw,NEG
PENegMS2,H77 C39 N1 O8 P1 ,3.6,PE,34,0,PE 34:0,PE 16:0-18:0,718.5418,851720.9,55017.2,0,0,0,896836.1,403215.9,53146.4,40201.9,3164.8,16:00,255.2328,651692.7,223955.5,35676.7,27044.8,758.4,18:00,283.263,245143.4,179260.4,17469.7,13157.1,2406.4,196.0375,-1.6,-1.6,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H71 C41 N1 O8 P1 ,2,PE,36,5,PE 36:5,PE 16:1-20:4,736.4937,2100380.3,1464993.7,2128.7,0,0,1285402.7,1044752.7,41372.6,37800.2,0,16:01,253.2172,444302.6,349289.5,16130.8,10161.1,0,20:04,303.233,841100.1,695463.2,25241.8,27639.1,0,196.0374,47272.3,42625.8,5852.2,3493,7086,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H71 C41 N1 O8 P1 ,2,PE,36,5,PE 36:5,PE 20:5-16:0,736.4937,2100380.3,1464993.7,2128.7,0,0,1122752.7,801781.2,800087,678038.1,908882.2,20:05,301.2178,33337.7,25119.7,0,0,0,16:00,255.2329,1089415.1,776661.5,800087,678038.1,908882.2,196.0374,47272.3,42625.8,5852.2,3493,7086,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H71 C41 N1 O8 P1 ,2,PE,36,5,PE 36:5,PE 18:2-18:3,736.4937,2100380.3,1464993.7,2128.7,0,0,107879,88116,31849.3,35256,0,18:02,279.2331,87846.7,76326.6,31849.3,35256,0,18:03,277.2169,20032.3,11789.4,0,0,0,196.0374,47272.3,42625.8,5852.2,3493,7086,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H73 C41 N1 O8 P1 ,2.2,PE,36,4,PE 36:4,PE 20:3-16:1,738.5096,20972220.5,14352989.6,763090.4,1020707.7,0,47813.9,37391.4,2952.4,0,0,20:03,305.2457,47815.5,37393,0,0,0,16:01,253.2172,-1.6,-1.6,2952.4,0,0,196.0376,313725.4,284267.8,11125.5,13510.3,461.5,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H73 C41 N1 O8 P1 ,2.2,PE,36,4,PE 36:4,PE 18:2-18:2,738.5096,20972220.5,14352989.6,763090.4,1020707.7,0,2543648.5,2256572.9,25070.4,52941.2,0,18:02,279.2328,1271824.2,1128286.4,12535.2,26470.6,0,18:02,279.2328,1271824.2,1128286.4,12535.2,26470.6,0,196.0376,313725.4,284267.8,11125.5,13510.3,461.5,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H73 C41 N1 O8 P1 ,2.2,PE,36,4,PE 36:4,PE 16:0-20:4,738.5096,20972220.5,14352989.6,763090.4,1020707.7,0,10291269.8,8980441.3,380054.3,322480.2,-1.6,16:00,255.2329,3880137.9,3378232.7,124084,78327.1,-1.6,20:04,303.233,6411131.8,5602208.6,255970.3,244153.1,0,196.0376,313725.4,284267.8,11125.5,13510.3,461.5,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H73 C41 N1 O8 P1 ,2.2,PE,36,4,PE 36:4,PE 18:1-18:3,738.5096,20972220.5,14352989.6,763090.4,1020707.7,0,167619.2,115970.7,-1.6,1427.3,-1.6,18:01,281.2487,127381.4,87581,-1.6,1427.3,-1.6,18:03,277.217,40237.7,28389.8,0,0,0,196.0376,313725.4,284267.8,11125.5,13510.3,461.5,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H75 C41 N1 O8 P1 ,2.9,PE,36,3,PE 36:3,PE 16:1-20:2,740.5257,5904617.2,3517341.2,-1.6,44197.9,0,13632.9,12597.9,4895,0,0,16:01,253.2171,5073.7,4837.9,4895,0,0,20:02,307.2638,8559.2,7759.9,0,0,0,196.0374,73767.1,42525.2,501.4,606,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H75 C41 N1 O8 P1 ,2.9,PE,36,3,PE 36:3,PE 18:2-18:1,740.5257,5904617.2,3517341.2,-1.6,44197.9,0,6307638,4744100.4,116428.1,173831.6,0,18:02,279.233,3740589.6,2783367.7,83277.5,125476.2,0,18:01,281.2487,2567048.5,1960732.7,33150.6,48355.3,0,196.0374,73767.1,42525.2,501.4,606,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H75 C41 N1 O8 P1 ,2.9,PE,36,3,PE 36:3,PE 20:3-16:0,740.5257,5904617.2,3517341.2,-1.6,44197.9,0,379248.5,315914.9,68880.4,48794.3,2481.7,20:03,305.2462,379250.2,315916.5,14887.1,18635,0,16:00,255.2328,-1.6,-1.6,53993.3,30159.4,2481.7,196.0374,73767.1,42525.2,501.4,606,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H75 C41 N1 O8 P1 ,2.9,PE,36,3,PE 36:3,PE 18:0-18:3,740.5257,5904617.2,3517341.2,-1.6,44197.9,0,50632.7,45338.3,16576.3,11282.4,12257.4,18:00,283.2644,37193.7,36100.3,16576.3,11282.4,12257.4,18:03,277.2172,13439,9238,0,0,0,196.0374,73767.1,42525.2,501.4,606,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H77 C41 N1 O8 P1 ,2.4,PE,36,2,PE 36:2,PE 16:1-20:1,742.541,8391117.3,4762119.6,407093.4,896753.1,0,12216.5,8517.7,-1.7,1841.6,0,16:01,253.217,5782.7,4148.7,-1.7,1841.6,0,20:01,309.2799,6433.8,4369,0,0,0,196.0372,136167.4,97769.2,4056.7,5676.4,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H77 C41 N1 O8 P1 ,2.4,PE,36,2,PE 36:2,PE 18:2-18:0,742.541,8391117.3,4762119.6,407093.4,896753.1,0,1852559.5,1325481.6,311878.4,465334.4,-1.7,18:02,279.233,1359010.9,950036.1,254393.9,377241.6,0,18:00,283.2643,493548.6,375445.5,57484.5,88092.8,-1.7,196.0372,136167.4,97769.2,4056.7,5676.4,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H77 C41 N1 O8 P1 ,2.4,PE,36,2,PE 36:2,PE 16:0-20:2,742.541,8391117.3,4762119.6,407093.4,896753.1,0,289423.9,194987.6,49033.5,55430.2,14524.8,16:00,255.2329,182247.9,115526.2,49033.5,55430.2,14524.8,20:02,307.2642,107176,79461.4,0,0,0,196.0372,136167.4,97769.2,4056.7,5676.4,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H77 C41 N1 O8 P1 ,2.4,PE,36,2,PE 36:2,PE 18:1-18:1,742.541,8391117.3,4762119.6,407093.4,896753.1,0,10477792.8,6703521.3,40498.1,72794.4,0,18:01,281.2486,5238896.4,3351760.6,20249,36397.2,0,18:01,281.2486,5238896.4,3351760.6,20249,36397.2,0,196.0372,136167.4,97769.2,4056.7,5676.4,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H79 C41 N1 O8 P1 ,1.5,PE,36,1,PE 36:1,PE 16:1-20:0,744.556,3275412,1728523.4,6202.9,63719,0,5313,1421.8,-1.6,0,0,16:01,253.2174,1640.4,1421.8,-1.6,0,0,20:00,311.2938,3672.7,0,0,0,0,196.0377,29444.6,20763.3,2077.4,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H79 C41 N1 O8 P1 ,1.5,PE,36,1,PE 36:1,PE 16:0-20:1,744.556,3275412,1728523.4,6202.9,63719,0,300645.1,169438,20447.2,45858.1,1222.2,16:00,255.2329,205635,101286.2,20447.2,41976.2,1222.2,20:01,309.2792,95010.1,68151.7,0,3881.9,0,196.0377,29444.6,20763.3,2077.4,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H79 C41 N1 O8 P1 ,1.5,PE,36,1,PE 36:1,PE 18:1-18:0,744.556,3275412,1728523.4,6202.9,63719,0,2057332.5,1465071.1,64519.4,105602.1,-1.6,18:01,281.2486,1365142.4,965915.8,56521.1,93956.3,0,18:00,283.2643,692190.1,499155.3,7998.3,11645.8,-1.6,196.0377,29444.6,20763.3,2077.4,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H81 C41 N1 O8 P1 ,1.7,PE,36,0,PE 36:0,PE 18:0-18:0,746.5718,17281.5,2751,0,0,0,0,0,-3.3,-3.3,-3.3,18:00,283.2662,0,0,-1.6,-1.6,-1.6,18:00,283.2662,0,0,-1.6,-1.6,-1.6,196.0373,143553.2,121580.6,4141.7,4475.1,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H71 C43 N1 O8 P1 ,1.7,PE,38,7,PE 38:7,PE 16:1-22:6,760.4936,858715.6,601696.3,0,0,0,248585,209965.8,9425.3,9954.1,0,16:01,253.2171,116320.5,99855.8,2051.6,5237.3,0,22:06,327.2325,132264.4,110110.1,7373.7,4716.8,0,196.0376,27650.4,20107.7,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H71 C43 N1 O8 P1 ,1.7,PE,38,7,PE 38:7,PE 20:5-18:2,760.4936,858715.6,601696.3,0,0,0,139902.7,98233.6,259957.2,203818.4,0,20:05,301.2157,10587.1,6206.3,0,0,0,18:02,279.2329,129315.6,92027.3,259957.2,203818.4,0,196.0376,27650.4,20107.7,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H71 C43 N1 O8 P1 ,1.7,PE,38,7,PE 38:7,PE 20:4-18:3,760.4936,858715.6,601696.3,0,0,0,173397.8,129516.2,-1.7,9025.2,0,20:04,303.2328,123253.6,92312,-1.7,9025.2,0,18:03,277.2172,50144.1,37204.2,0,0,0,196.0376,27650.4,20107.7,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H73 C43 N1 O8 P1 ,2.1,PE,38,6,PE 38:6,PE 16:1-22:5,762.5095,20268555,14900357.9,1281702.7,1404660.3,0,98515.2,66013.4,3415.7,0,0,16:01,253.2177,19330.2,10080.5,3415.7,0,0,22:05,329.249,79185,55932.9,0,0,0,196.0374,325985.6,269908,20404.3,14811.3,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H73 C43 N1 O8 P1 ,2.1,PE,38,6,PE 38:6,PE 20:5-18:1,762.5095,20268555,14900357.9,1281702.7,1404660.3,0,343911.2,258885.3,384008.6,280943.4,58480.5,20:05,301.2172,64293.4,48121.6,0,0,0,18:01,281.2487,279617.9,210763.7,384008.6,280943.4,58480.5,196.0374,325985.6,269908,20404.3,14811.3,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H73 C43 N1 O8 P1 ,2.1,PE,38,6,PE 38:6,PE 18:2-20:4,762.5095,20268555,14900357.9,1281702.7,1404660.3,0,7564380.7,6339208.3,12617.9,18105.1,0,18:02,279.2329,3962541.4,3299870.8,-1.7,-1.7,0,20:04,303.2329,3601839.3,3039337.5,12619.6,18106.8,0,196.0374,325985.6,269908,20404.3,14811.3,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H73 C43 N1 O8 P1 ,2.1,PE,38,6,PE 38:6,PE 22:6-16:0,762.5095,20268555,14900357.9,1281702.7,1404660.3,0,2749282.9,2343826.9,384735.4,363966.1,4714.8,22:06,327.2331,1249794.1,1051175.6,168816.5,166850.3,0,16:00,255.233,1499488.8,1292651.2,215919,197115.8,4714.8,196.0374,325985.6,269908,20404.3,14811.3,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H75 C43 N1 O8 P1 ,2.7,PE,38,5,PE 38:5,PE 20:3-18:2,764.5256,53172349.5,34890178.3,634544,857315,0,230237.1,191390.4,3629.5,-1.6,0,20:03,305.2464,230238.8,191392.1,0,0,0,18:02,279.233,-1.6,-1.6,3629.5,-1.6,0,196.0373,874108.3,641888.4,7535,8912.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H75 C43 N1 O8 P1 ,2.7,PE,38,5,PE 38:5,PE 20:5-18:0,764.5256,53172349.5,34890178.3,634544,857315,0,843687.9,614109,385284.3,344052.3,794521.2,20:05,301.2177,58065.6,45784.4,0,0,0,18:00,283.2645,785622.4,568324.6,385284.3,344052.3,794521.2,196.0373,874108.3,641888.4,7535,8912.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H75 C43 N1 O8 P1 ,2.7,PE,38,5,PE 38:5,PE 16:0-22:5,764.5256,53172349.5,34890178.3,634544,857315,0,990913.9,656506,45631.5,31158.5,-1.6,16:00,255.2328,387709.7,229351,25393.8,20300.6,-1.6,22:05,329.247,603204.3,427155,20237.7,10857.9,0,196.0373,874108.3,641888.4,7535,8912.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H75 C43 N1 O8 P1 ,2.7,PE,38,5,PE 38:5,PE 18:1-20:4,764.5256,53172349.5,34890178.3,634544,857315,0,29008075,21607866.5,398482.3,380860.7,-1.6,18:01,281.2486,11927768.1,8908487.4,139882.6,133360.4,-1.6,20:04,303.233,17080306.9,12699379.1,258599.7,247500.3,0,196.0373,874108.3,641888.4,7535,8912.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H75 C43 N1 O8 P1 ,2.7,PE,38,5,PE 38:5,PE 16:1-22:4,764.5256,53172349.5,34890178.3,634544,857315,0,317058.9,248624.2,3134.9,4274.8,0,16:01,253.2174,89064.8,59148.7,3134.9,4274.8,0,22:04,331.2641,227994.1,189475.5,0,0,0,196.0373,874108.3,641888.4,7535,8912.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H77 C43 N1 O8 P1 ,2.9,PE,38,4,PE 38:4,PE 20:3-18:1,766.5415,13419367.2,9297992.6,1833539,2270182.6,0,1072878.2,745740.8,29967.1,20519.9,0,20:03,305.2462,1072879.8,745742.4,14979.9,20521.6,0,18:01,281.2486,-1.7,-1.7,14987.2,-1.7,0,196.0375,77670.9,69629.9,25767.9,23220.4,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H77 C43 N1 O8 P1 ,2.9,PE,38,4,PE 38:4,PE 20:2-18:2,766.5415,13419367.2,9297992.6,1833539,2270182.6,0,126936.9,93914.1,19695.1,10551.9,0,20:02,307.2636,47198,39467.9,0,0,0,18:02,279.2333,79738.9,54446.2,19695.1,10551.9,0,196.0375,77670.9,69629.9,25767.9,23220.4,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H77 C43 N1 O8 P1 ,2.9,PE,38,4,PE 38:4,PE 16:0-22:4,766.5415,13419367.2,9297992.6,1833539,2270182.6,0,2500606.3,1689320.7,88969.4,80698.7,-1.7,16:00,255.2328,1013040.3,652572.3,84533.9,74810.9,-1.7,22:04,331.2646,1487566,1036748.4,4435.4,5887.8,0,196.0375,77670.9,69629.9,25767.9,23220.4,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H77 C43 N1 O8 P1 ,2.9,PE,38,4,PE 38:4,PE 18:0-20:4,766.5415,13419367.2,9297992.6,1833539,2270182.6,0,6666890.1,5111009.9,927726.5,889182.3,-1.7,18:00,283.2643,3291302.4,2498801.3,324900.5,289891.3,-1.7,20:04,303.233,3375587.7,2612208.6,602826,599291,0,196.0375,77670.9,69629.9,25767.9,23220.4,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H79 C43 N1 O8 P1 ,1.4,PE,38,3,PE 38:3,PE 18:2-20:1,768.556,3573.5,0,0,29925,0,222565.5,146965.8,21187.8,33057.7,0,18:02,279.233,160432,100650.2,21187.8,33057.7,0,20:01,309.2797,62133.5,46315.6,0,0,0,196.0374,36508.1,27268.2,-1.6,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H79 C43 N1 O8 P1 ,1.4,PE,38,3,PE 38:3,PE 20:3-18:0,768.556,3573.5,0,0,29925,0,256706.3,195546.9,69466.4,66514.5,2001.6,20:03,305.2465,256708,195548.5,46288.2,50232.4,0,18:00,283.2646,-1.6,-1.6,23178.2,16282.1,2001.6,196.0374,36508.1,27268.2,-1.6,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H79 C43 N1 O8 P1 ,1.4,PE,38,3,PE 38:3,PE 18:1-20:2,768.556,3573.5,0,0,29925,0,416370.9,271487.3,10339.4,13448.2,0,18:01,281.2487,180375.6,114347.2,10339.4,8862.3,0,20:02,307.264,235995.3,157140.2,0,4585.9,0,196.0374,36508.1,27268.2,-1.6,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H81 C43 N1 O8 P1 ,1.5,PE,38,2,PE 38:2,PE 20:2-18:0,770.5717,755207.4,296369.1,13433.6,92820.2,0,31541.5,39685.2,4622.4,25635.2,8112.3,20:02,307.2636,23970.9,19825.7,4624.1,4928.8,0,18:00,283.2655,7570.6,19859.5,-1.6,20706.4,8112.3,196.0374,15560.8,14323.9,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H81 C43 N1 O8 P1 ,1.5,PE,38,2,PE 38:2,PE 16:0-22:2,770.5717,755207.4,296369.1,13433.6,92820.2,0,2397148.3,1179380.2,52998.7,54644,8022.5,16:00,255.2329,2390206.3,1173893,52998.7,54644,8022.5,22:02,335.2955,6941.9,5487.2,0,0,0,196.0374,15560.8,14323.9,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H81 C43 N1 O8 P1 ,1.5,PE,38,2,PE 38:2,PE 22:1-16:1,770.5717,755207.4,296369.1,13433.6,92820.2,0,2121.6,6529,-1.6,0,0,22:01,337.312,0,3616.4,0,0,0,16:01,253.2174,2121.6,2912.6,-1.6,0,0,196.0374,15560.8,14323.9,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H81 C43 N1 O8 P1 ,1.5,PE,38,2,PE 38:2,PE 20:1-18:1,770.5717,755207.4,296369.1,13433.6,92820.2,0,411050.9,326094.5,4132.4,5059.8,0,20:01,309.2802,181460,147033.6,4134,0,0,18:01,281.2487,229590.9,179060.9,-1.6,5059.8,0,196.0374,15560.8,14323.9,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H81 C43 N1 O8 P1 ,1.5,PE,38,2,PE 38:2,PE 18:2-20:0,770.5717,755207.4,296369.1,13433.6,92820.2,0,52732.5,24120,29777.9,45003.3,0,18:02,279.233,46480.8,13376,29777.9,45003.3,0,20:00,311.2949,6251.7,10744,0,0,0,196.0374,15560.8,14323.9,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H83 C43 N1 O8 P1 ,0.5,PE,38,1,PE 38:1,PE 16:0-22:1,772.5866,-1.7,-1.7,0,-1.7,0,7454.6,4084.3,31873.5,19566,2983.8,16:00,255.2331,-1.7,-1.7,31873.5,19566,2983.8,22:01,337.3113,7456.3,4085.9,0,0,0,196.0375,51432.2,45599.1,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H83 C43 N1 O8 P1 ,0.5,PE,38,1,PE 38:1,PE 20:1-18:0,772.5866,-1.7,-1.7,0,-1.7,0,5666,-3.3,3047.9,14610.8,2145.3,20:01,309.2799,5667.7,-1.7,3049.5,4086.7,0,18:00,283.2653,-1.7,-1.7,-1.7,10524.1,2145.3,196.0375,51432.2,45599.1,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H83 C43 N1 O8 P1 ,0.5,PE,38,1,PE 38:1,PE 20:0-18:1,772.5866,-1.7,-1.7,0,-1.7,0,108941.3,60154.5,-1.7,8604.3,0,20:00,311.2945,19482.4,12909.7,0,0,0,18:01,281.249,89458.9,47244.8,-1.7,8604.3,0,196.0375,51432.2,45599.1,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H69 C45 N1 O8 P1 ,-3,PE,40,10,PE 40:10,PE 20:5-20:5,782.4742,0,0,0,0,-1.7,4227.5,4362.1,0,0,0,20:05,301.2175,2113.7,2181.1,0,0,0,20:05,301.2175,2113.7,2181.1,0,0,0,196.037,12616.8,8104.8,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H71 C45 N1 O8 P1 ,-0.4,PE,40,9,PE 40:9,PE 20:4-20:5,784.4919,3588.8,0,0,0,0,75363.3,52284.2,44407.7,43003.2,0,20:04,303.2328,52357.3,41440.3,44407.7,43003.2,0,20:05,301.216,23006,10843.9,0,0,0,196.0368,10566.3,6522.9,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H71 C45 N1 O8 P1 ,-0.4,PE,40,9,PE 40:9,PE 18:3-22:6,784.4919,3588.8,0,0,0,0,28632.7,17576,0,0,0,18:03,277.2153,11505.3,7266.6,0,0,0,22:06,327.2315,17127.5,10309.4,0,0,0,196.0368,10566.3,6522.9,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H73 C45 N1 O8 P1 ,4.2,PE,40,8,PE 40:8,PE 20:3-20:5,786.5112,15509378.7,12412899.4,0,1321.1,0,8418,11899.5,5476.1,4840.9,0,20:03,305.2469,4499.3,2593.2,5476.1,4840.9,0,20:05,301.2178,3918.6,9306.2,0,0,0,196.0373,258684.9,242570.2,0,3515.4,4063.5,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H73 C45 N1 O8 P1 ,4.2,PE,40,8,PE 40:8,PE 22:6-18:2,786.5112,15509378.7,12412899.4,0,1321.1,0,877038.4,783865.1,-1.7,-1.7,0,22:06,327.2329,254183.5,211304.6,0,0,0,18:02,279.2329,622854.9,572560.5,-1.7,-1.7,0,196.0373,258684.9,242570.2,0,3515.4,4063.5,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H73 C45 N1 O8 P1 ,4.2,PE,40,8,PE 40:8,PE 20:4-20:4,786.5112,15509378.7,12412899.4,0,1321.1,0,11918814.4,10790458.7,-3.4,10218.9,0,20:04,303.2327,5959407.2,5395229.3,-1.7,5109.4,0,20:04,303.2327,5959407.2,5395229.3,-1.7,5109.4,0,196.0373,258684.9,242570.2,0,3515.4,4063.5,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H75 C45 N1 O8 P1 ,3.7,PE,40,7,PE 40:7,PE 20:3-20:4,788.5265,17010832.4,11497748.4,325447.4,459585,1012.3,525619.9,456062.5,7911.4,4796.2,0,20:03,305.2476,525621.6,456064.2,0,0,0,20:04,303.233,-1.7,-1.7,7911.4,4796.2,0,196.0372,242585,169715.3,8774,3876.3,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H75 C45 N1 O8 P1 ,3.7,PE,40,7,PE 40:7,PE 22:4-18:3,788.5265,17010832.4,11497748.4,325447.4,459585,1012.3,42636.9,23212,0,0,0,22:04,331.2645,32032.6,23212,0,0,0,18:03,277.2159,10604.3,0,0,0,0,196.0372,242585,169715.3,8774,3876.3,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H75 C45 N1 O8 P1 ,3.7,PE,40,7,PE 40:7,PE 18:2-22:5,788.5265,17010832.4,11497748.4,325447.4,459585,1012.3,327045.4,241735.3,19435.2,27218.1,0,18:02,279.2331,118670.3,82680.3,19435.2,27218.1,0,22:05,329.2486,208375.2,159054.9,0,0,0,196.0372,242585,169715.3,8774,3876.3,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H75 C45 N1 O8 P1 ,3.7,PE,40,7,PE 40:7,PE 22:6-18:1,788.5265,17010832.4,11497748.4,325447.4,459585,1012.3,6887135.5,5418734.4,129686.3,115003.6,0,22:06,327.2331,2397696.7,1897472.5,56221.7,51061,0,18:01,281.2488,4489438.8,3521262,73464.6,63942.7,0,196.0372,242585,169715.3,8774,3876.3,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,H77 C45 N1 O8 P1 ,2.9,PE,40,6,PE 40:6,PE 16:1-24:5,790.5415,10642845.8,7044970.9,582542.5,338847.2,0,151115.1,46647.2,53743.1,89222.9,0,16:01,253.2173,145326.7,41306.9,53743.1,89222.9,0,24:05:00,357.2803,5788.4,5340.3,0,0,0,196.0376,128324.2,103976.3,2992.4,4876.8,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
