mol%,MCF10A cells,MCF10A cells,HCC1954 cells,HCC1954 cells,HCC1419 cells,HCC1419 cells,SK BR3 cells,SK BR3 cells,MCF10A CM,MCF10A CM,HCC1954 CM,HCC1954 CM,HCC1419 CM,HCC1419 CM,SK BR3 CM,SK BR3 CM
PI,10.58869529,10.83239867,7.712571067,9.458662796,6.586749098,6.900902986,8.72000155,8.610724912,13.58230848,12.77278245,19.82996679,19.0832209,13.66847079,12.88347642,8.207051817,7.362312298
PS,2.694505255,2.733952643,2.054545438,2.273911124,1.83489286,1.936773825,1.512851969,1.487039195,3.532190484,3.600640659,4.464006664,4.321822057,3.52548178,3.36184168,2.095110104,1.711701165
diHexCer,0.087443576,0.082247963,0.061834581,0.058591999,0.072962415,0.077978772,0.65280668,0.650893292,0.087916537,0.092752961,0.036638424,0.020022578,0.036590897,0.059797336,1.132233257,1.122868173
triHexCer,1.04042729,1.280863217,0.024905812,0.172902685,0.056741835,0.167697203,0.209267115,0.037842696,0.910092833,0.675807034,0.005339463,0,0,0,0,0
LPC O-,0.151991672,0.146448536,0.094974511,0.099332719,0.176355532,0.169104332,0.021611397,0.023403649,0.093853106,0.095586278,0.013951969,0.008871093,0.247597684,0.272542607,0.13539026,0.091396348
LPC,0.430451198,0.426011313,1.120781755,1.140759133,0.710889221,0.689596035,0.562244986,0.583136521,0.307515221,0.263153478,0.550179342,0.501309807,1.225219148,1.519160326,1.025786833,1.025173628
LPE O-,0.279250369,0.272824857,0.262850475,0.229822628,0.287035331,0.268707551,0.140276625,0.137141507,0.084194775,0.076230259,0.039220226,0.038357497,0.031458325,0.049960905,0.090331904,0.052913602
LPE,0.780494044,0.764152612,1.496644319,1.463532881,0.872135362,0.845478436,1.139437587,1.124056969,1.56161566,1.632599726,1.242649533,1.270438075,1.891687027,2.13711204,4.162010131,4.248906456
LPG,0.006449552,0.005420248,0.001461572,0.002516145,0.015722089,0.013034372,0,0,0,0.004813538,0,0,0.003404637,0,0,0.018231619
PG,0.788405363,0.739476367,0.778501559,0.729780792,1.474831455,1.440117171,0.583390108,0.601248884,1.340083735,1.128418,0.648716337,0.737211642,0.614225829,0.612167669,0.752152575,0.743915966
Chol,18.86421744,19.80561392,20.22408586,19.92004245,20.68056848,22.59321374,17.68043976,16.54788095,26.81728946,27.03016758,25.56638623,25.98432273,27.01161238,27.36018802,29.9716492,29.90901569
Cer,0.187783157,0.188402918,0.438645445,0.426453036,0.366792657,0.354169194,0.273007203,0.281501883,0.602375599,0.599519892,0.989503051,1.016476969,1.005097782,0.996884767,0.653395318,0.683709854
CE,0.349603597,0.343690709,0.342968998,0.34180188,1.378954192,1.308015531,0.864575659,0.863356413,2.012300631,2.103214503,1.497630684,1.537514489,1.575493166,1.55353973,1.752368517,1.859913094
DAG,1.645748154,1.533641287,1.490603118,1.45363403,1.312752582,1.282273607,0.934962839,0.966880498,1.102159222,1.057641622,0.457883387,0.433569234,0.523164086,0.564218516,0.239859209,0.24611711
HexCer,0.119201751,0.121890596,0.013635646,0.011404506,0.430570729,0.432042736,0.121900514,0.126259542,0.040852454,0.042786223,0.105878057,0.22080097,0.115229117,0.120396888,0.160981181,0.152534039
PC O-,11.29169066,11.03677858,2.393176449,2.372619426,7.236264138,7.072059824,1.828217492,1.836907159,7.302295607,7.674787832,2.304210368,2.283946358,2.351211692,2.37424793,2.360453363,2.310962155
PC,21.20775527,21.11454626,30.08278045,29.39603727,19.13064727,18.66616386,24.70521666,24.91905232,11.49553014,12.03763141,21.12397484,21.28923338,21.9900204,22.17473152,11.93908533,11.8974585
SM,4.406694147,4.262334621,2.774953553,2.709589477,2.32396696,2.259299472,4.190341144,4.192616002,6.728144145,7.049470985,2.822485928,2.887335243,2.854596968,2.85357271,6.209621522,6.494100116
TAG,4.333000309,4.3363493,1.19918911,1.214637017,4.003087524,3.719787735,7.278139362,7.794990745,2.415863563,2.377118792,1.891441349,1.935463905,5.226853045,5.313795806,10.07832308,10.03886874
PE O-,9.397631897,8.988039681,5.585295469,5.387182221,10.93901309,10.5453874,8.605342967,9.008667266,11.89995387,11.41569291,3.395479473,3.377712233,3.395553028,3.288374785,10.8261381,11.98464292
PE,9.791314643,9.418391055,20.51107482,19.7804935,18.75014007,17.90441975,18.44651079,18.69075683,6.934999101,7.173124716,12.58608874,12.61946654,12.35678288,12.17805546,7.763744259,7.777316149
