QNAME,ERROR,CHEMSC,CLASS,LENGTH,DB,OH,NAME,MASS,PREC:mE531_NEG_01.raw,PREC:mE531_NEG_02.raw,PREC:mE531_NEG_03.raw,PREC:mE531_NEG_04.raw,PREC:mE531_NEG_05.raw,SUMFA:mE531_NEG_01.raw,SUMFA:mE531_NEG_02.raw,SUMFA:mE531_NEG_03.raw,SUMFA:mE531_NEG_04.raw,SUMFA:mE531_NEG_05.raw,MASSFRAG1,FRAG1:mE531_NEG_01.raw,FRAG1:mE531_NEG_02.raw,FRAG1:mE531_NEG_03.raw,FRAG1:mE531_NEG_04.raw,FRAG1:mE531_NEG_05.raw,SPECIE,FA1,MASSFA1,FA1INTENS:mE531_NEG_01.raw,FA1INTENS:mE531_NEG_02.raw,FA1INTENS:mE531_NEG_03.raw,FA1INTENS:mE531_NEG_04.raw,FA1INTENS:mE531_NEG_05.raw,FA2,MASSFA2,FA2INTENS:mE531_NEG_01.raw,FA2INTENS:mE531_NEG_02.raw,FA2INTENS:mE531_NEG_03.raw,FA2INTENS:mE531_NEG_04.raw,FA2INTENS:mE531_NEG_05.raw,MASSFRAG2,FRAG2:mE531_NEG_01.raw,FRAG2:mE531_NEG_02.raw,FRAG2:mE531_NEG_03.raw,FRAG2:mE531_NEG_04.raw,FRAG2:mE531_NEG_05.raw,MASSNLS,NLS:mE531_NEG_01.raw,NLS:mE531_NEG_02.raw,NLS:mE531_NEG_03.raw,NLS:mE531_NEG_04.raw,NLS:mE531_NEG_05.raw,FAO,MASSFAO,FAOINTENS:mE531_NEG_01.raw,FAOINTENS:mE531_NEG_02.raw,FAOINTENS:mE531_NEG_03.raw,FAOINTENS:mE531_NEG_04.raw,FAOINTENS:mE531_NEG_05.raw,NEG
PANegMS2,0.1,H74 C41 O8 P1 ,PA,38,3,None, PA 38:3,725.5128,0,0,-1.6,35099.7,0,4646.9,14353.2,18148.9,22278.3,0,152.9948,6610.4,15055.7,15006.4,14668.1,0,PA 20:2-18:1,20:2,307.2634,0,0,4383.4,0,0,18:1,281.2488,4646.9,14353.2,13765.5,22278.3,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PANegMS2,0.4,H76 C41 O8 P1 ,PA,38,2,None, PA 38:2,727.5286,0,13573.5,0,-1.6,0,7048.1,10565.2,12240.1,3485.8,2911.6,152.9949,9478.8,29400.3,9709.7,2855,0,PA 20:2-18:0,20:2,307.2649,0,-1.6,0,0,0,18:0,283.2643,7048.1,10566.9,12240.1,3485.8,2911.6,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PANegMS2,0.4,H76 C41 O8 P1 ,PA,38,2,None, PA 38:2,727.5286,0,13573.5,0,-1.6,0,3302.4,9091.5,-1.6,-1.6,0,152.9949,9478.8,29400.3,9709.7,2855,0,PA 20:1-18:1,20:1,309.28,0,9093.2,0,0,0,18:1,281.2483,3302.4,-1.6,-1.6,-1.6,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PANegMS2,2.1,H78 C41 O8 P1 ,PA,38,1,None, PA 38:1,729.5455,0,-1.6,0,0,0,2930.6,4015.7,-1.6,-1.6,0,152.9949,20281.3,24892.3,7045.7,7770.6,0,PA 20:0-18:1,20:0,311.296,0,4017.4,0,0,0,18:1,281.2486,2930.6,-1.6,-1.6,-1.6,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PANegMS2,2.1,H78 C41 O8 P1 ,PA,38,1,None, PA 38:1,729.5455,0,-1.6,0,0,0,12420.7,14053.5,32657.5,10484.2,0,152.9949,20281.3,24892.3,7045.7,7770.6,0,PA 20:1-18:0,20:1,309.2797,0,-1.6,0,0,0,18:0,283.2644,12420.7,14055.1,32657.5,10484.2,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PANegMS2,2.4,H68 C43 O8 P1 ,PA,40,8,None, PA 40:8,743.4675,651.5,0,199860.3,557,0,0,0,137413.7,0,0,152.9949,3605.9,14115.9,70039.8,6158,0,PA 20:4-20:4,20:4,303.2327,0,0,68706.8,0,0,20:4,303.2327,0,0,68706.8,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PANegMS2,2.1,H70 C43 O8 P1 ,PA,40,7,None, PA 40:7,745.4829,0,0,15360.5,498.9,0,-1.7,3810,7326.7,-1.7,0,152.9949,1204.8,6765.2,2342.8,1593.2,0,PA 22:6-18:1,22:6,327.2336,0,3811.7,7328.4,0,0,18:1,281.2484,-1.7,-1.7,-1.7,-1.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PANegMS2,-1.7,H72 C43 O8 P1 ,PA,40,6,None, PA 40:6,747.4957,0,70912.5,0,1156.5,0,9321.1,66468.1,16371.2,5639.9,2803.3,152.995,242.9,41994,2736.4,2941.2,0,PA 22:6-18:0,22:6,327.2325,0,-1.6,-1.6,0,0,18:0,283.266,9321.1,66469.7,16372.8,5639.9,2803.3,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PANegMS2,-1.7,H72 C43 O8 P1 ,PA,40,6,None, PA 40:6,747.4957,0,70912.5,0,1156.5,0,44767.4,200268.6,77983.2,56848.6,0,152.995,242.9,41994,2736.4,2941.2,0,PA 18:1-22:5,18:1,281.2485,44767.4,200268.6,72799.6,56848.6,0,22:5,329.2486,0,0,5183.6,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PANegMS2,0.9,H74 C43 O8 P1 ,PA,40,5,None, PA 40:5,749.5133,0,0,-1.7,-1.7,0,7554.5,12101.7,20295.5,12173.8,0,152.9945,6079.6,15006.7,15766.9,8825.8,2773.1,PA 22:5-18:0,22:5,329.247,0,-1.6,-1.6,-1.6,0,18:0,283.2647,7554.5,12103.4,20297.1,12175.4,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PANegMS2,0.9,H74 C43 O8 P1 ,PA,40,5,None, PA 40:5,749.5133,0,0,-1.7,-1.7,0,-1.6,4482.9,10281.7,-1.6,0,152.9945,6079.6,15006.7,15766.9,8825.8,2773.1,PA 18:1-22:4,18:1,281.2487,-1.6,4482.9,2081.2,-1.6,0,22:4,331.2645,0,0,8200.5,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PANegMS2,-3.9,H76 C43 O8 P1 ,PA,40,4,None, PA 40:4,751.5254,0,1103.6,1531.2,214,0,15126.6,26202,9537.2,2410.2,3562.1,152.995,5346.5,15260.6,9559.6,647.6,2563.9,PA 18:0-22:4,18:0,283.2645,15126.6,26203.6,9538.7,2410.2,3562.1,22:4,331.2642,0,-1.6,-1.6,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PANegMS2,1.6,H68 C45 O8 P1 ,PA,42,10,None, PA 42:10,767.4669,0,0,51179,0,0,-1.7,-1.7,10196.7,-1.7,0,152.995,-1.7,5546.6,13796.4,2737.5,0,PA 22:6-20:4,22:6,327.2332,0,0,10198.3,0,0,20:4,303.2328,-1.7,-1.7,-1.7,-1.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PANegMS2,4.1,H70 C45 O8 P1 ,PA,42,9,None, PA 42:9,769.4845,0,0,-1.7,0,0,0,10788.6,16986.7,0,0,152.9948,-1.7,11703.7,18586.4,2752.7,0,PA 22:5-20:4,22:5,329.2479,0,0,3424.2,0,0,20:4,303.2327,0,10788.6,13562.6,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PANegMS2,5.1,H74 C45 O8 P1 ,PA,42,7,None, PA 42:7,773.5166,0,0,1982.8,-1.7,0,5216.7,0,3927.2,-1.7,0,152.9951,5506.8,-1.7,-1.7,1710.6,0,PA 22:5-20:2,22:5,329.2473,0,0,0,-1.7,0,20:2,307.2636,5216.7,0,3927.2,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PANegMS2,5.1,H74 C45 O8 P1 ,PA,42,7,None, PA 42:7,773.5166,0,0,1982.8,-1.7,0,0,-3.3,-1.7,0,0,152.9951,5506.8,-1.7,-1.7,1710.6,0,PA 20:1-22:6,20:1,309.2806,0,-1.7,0,0,0,22:6,327.2326,0,-1.7,-1.7,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PANegMS2,-4.5,H78 C45 O8 P1 ,PA,42,5,None, PA 42:5,777.5405,0,0,0,-1.7,0,10603.5,2742,12715.3,-1.6,4003.9,152.9948,2739.9,-1.6,-1.6,0,0,PA 24:5-18:0,24:5,357.2787,0,0,-1.6,0,0,18:0,283.265,10603.5,2742,12717,-1.6,4003.9,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PANegMS2,5.2,H80 C45 O8 P1 ,PA,42,4,None, PA 42:4,779.5637,0,8177,-1.7,0,0,17552.2,-1.6,-3.2,-1.6,3551.7,152.9951,-1.6,7483.1,-1.6,-1.6,0,PA 24:4-18:0,24:4,359.2965,0,0,-1.6,0,0,18:0,283.2645,17552.2,-1.6,-1.6,-1.6,3551.7,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
###,PAONegMS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAONegMS2,1.1,H62 C31 O7 P1 ,PAO-,28,0,None, PAO- 28:0,577.4245,1279.3,39802.7,0,0,318.5,39617.4,29172.7,28987.6,15498.2,5873.8,152.9948,84812.6,76679.9,75747.7,32759.5,12148.7,PAO- 12:0-16:0,16:0,255.2328,36105.3,29172.7,28987.6,15498.2,5873.8,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 12:0,339.1977,3512,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
###,PEONegMS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEONegMS2,0.7,H75 C39 N1 O7 P1 ,PEO-,34,2,None, PEO- 34:2,700.5291,0,635234.2,563376,201438,0,3764.7,151095.2,67432,9828.8,2351.5,196.0374,0,12223,4542.6,0,0,PEO- 18:2-16:0,16:0,255.2332,3764.7,147296.3,67432,9828.8,2351.5,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 18:2,462.2982,0,3798.9,0,0,0,
PEONegMS2,0.7,H75 C39 N1 O7 P1 ,PEO-,34,2,None, PEO- 34:2,700.5291,0,635234.2,563376,201438,0,0,448325.2,180740,93439.2,0,196.0374,0,12223,4542.6,0,0,PEO- 16:1-18:1,18:1,281.2485,0,427995,173442.2,93439.2,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 16:1,436.2831,0,20330.2,7297.7,0,0,
PEONegMS2,0.7,H71 C41 N1 O7 P1 ,PEO-,36,6,None, PEO- 36:6,720.4979,0,0,1893.1,795530.8,0,0,0,3237.8,126024.3,0,196.0373,3777.8,2615.6,0,5032.7,0,PEO- 16:1-20:5,20:5,301.2188,0,0,3237.8,108433.3,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 16:1,436.2842,0,0,0,17591,0,
PEONegMS2,3.4,H73 C41 N1 O7 P1 ,PEO-,36,5,None, PEO- 36:5,722.5155,-1.6,298844.7,2453314.2,49091.7,-1.6,12770.5,138720.8,562968.7,42086.8,0,196.0375,0,7956.2,22445.3,0,0,PEO- 16:1-20:4,20:4,303.233,12770.5,122411.8,502486.7,38588.3,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 16:1,436.2837,0,16309.1,60482,3498.5,0,
PEONegMS2,1.9,H75 C41 N1 O7 P1 ,PEO-,36,4,None, PEO- 36:4,724.53,0,45625.4,147534,150963.2,0,0,14667.1,20214.6,0,0,196.0384,0,2711.6,-1.6,2771.6,0,PEO- 16:0-20:4,20:4,303.2331,0,14667.1,20216.3,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 16:0,438.2969,0,0,-1.6,0,0,
PEONegMS2,1,H77 C41 N1 O7 P1 ,PEO-,36,3,None, PEO- 36:3,726.5451,0,950474.6,226853.6,166682.5,0,-1.6,785558.2,87752.1,76668.8,0,196.0372,0,13238.5,5147.9,0,0,PEO- 18:2-18:1,18:1,281.2487,-1.6,753126.9,83049.5,76668.8,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 18:2,462.2964,0,32431.3,4702.6,0,0,
PEONegMS2,1.3,H79 C41 N1 O7 P1 ,PEO-,36,2,None, PEO- 36:2,728.5609,0,702160.1,200645.8,4392.7,0,0,252529.3,7634.1,3525.9,0,196.0383,2556.2,9044.2,0,0,0,PEO- 16:1-20:1,20:1,309.2801,0,243549.9,4773.5,3525.9,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 16:1,436.2825,0,8979.4,2860.6,0,0,
PEONegMS2,1.3,H79 C41 N1 O7 P1 ,PEO-,36,2,None, PEO- 36:2,728.5609,0,702160.1,200645.8,4392.7,0,0,403744.8,76883.6,29339.1,0,196.0383,2556.2,9044.2,0,0,0,PEO- 18:1-18:1,18:1,281.2485,0,385424,76883.6,29339.1,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 18:1,464.3142,0,18320.8,0,0,0,
PEONegMS2,1,H73 C43 N1 O7 P1 ,PEO-,38,7,None, PEO- 38:7,746.5138,1286.3,982042.5,2156970.3,728645.4,0,0,0,0,105790.2,0,196.0377,0,20286.1,21232.8,5903.5,0,PEO- 18:2-20:5,20:5,301.2172,0,0,0,92255.9,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 18:2,462.2985,0,0,0,13534.4,0,
PEONegMS2,1,H73 C43 N1 O7 P1 ,PEO-,38,7,None, PEO- 38:7,746.5138,1286.3,982042.5,2156970.3,728645.4,0,0,261655.6,268272.4,4806.5,0,196.0377,0,20286.1,21232.8,5903.5,0,PEO- 16:1-22:6,22:6,327.2326,0,206763.7,212261.7,4806.5,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 16:1,436.2832,0,54891.9,56010.7,0,0,
PEONegMS2,1,H73 C43 N1 O7 P1 ,PEO-,38,7,None, PEO- 38:7,746.5138,1286.3,982042.5,2156970.3,728645.4,0,0,9246.1,41430.3,0,0,196.0377,0,20286.1,21232.8,5903.5,0,PEO- 18:3-20:4,20:4,303.2332,0,9246.1,35997.3,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 18:3,460.2831,0,0,5433,0,0,
PEONegMS2,1.1,H75 C43 N1 O7 P1 ,PEO-,38,6,None, PEO- 38:6,748.5295,0,557126.2,2191460.7,905862.2,0,0,0,0,49416.9,0,196.0373,4224.9,8429.4,13196.5,6557.3,0,PEO- 18:1-20:5,20:5,301.2175,0,0,0,45297.3,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 18:1,464.3171,0,0,0,4119.6,0,
PEONegMS2,1.1,H75 C43 N1 O7 P1 ,PEO-,38,6,None, PEO- 38:6,748.5295,0,557126.2,2191460.7,905862.2,0,0,4874.8,11288.4,0,0,196.0373,4224.9,8429.4,13196.5,6557.3,0,PEO- 16:0-22:6,22:6,327.2325,0,577.5,3028.2,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 16:0,438.2967,0,4297.3,8260.1,0,0,
PEONegMS2,1.1,H75 C43 N1 O7 P1 ,PEO-,38,6,None, PEO- 38:6,748.5295,0,557126.2,2191460.7,905862.2,0,0,10384.3,135481.2,103830,0,196.0373,4224.9,8429.4,13196.5,6557.3,0,PEO- 16:1-22:5,22:5,329.2473,0,10386,123660.4,95715.5,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 16:1,436.2802,0,-1.7,11820.8,8114.5,0,
PEONegMS2,1.1,H75 C43 N1 O7 P1 ,PEO-,38,6,None, PEO- 38:6,748.5295,0,557126.2,2191460.7,905862.2,0,11980.1,243797.1,300656.6,47639.7,0,196.0373,4224.9,8429.4,13196.5,6557.3,0,PEO- 18:2-20:4,20:4,303.2331,11980.1,223605.8,273124.8,45066.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 18:2,462.2984,0,20191.3,27531.7,2573,0,
PEONegMS2,1.9,H77 C43 N1 O7 P1 ,PEO-,38,5,None, PEO- 38:5,750.5457,7433.1,1017150.2,3621213.2,115761.8,0,0,178953.4,530693.7,4659.5,0,196.0374,0,16642.7,32649.4,0,0,PEO- 16:1-22:4,22:4,331.2635,0,166358.1,486251.7,4659.5,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 16:1,436.283,0,12595.3,44442,0,0,
PEONegMS2,1.9,H77 C43 N1 O7 P1 ,PEO-,38,5,None, PEO- 38:5,750.5457,7433.1,1017150.2,3621213.2,115761.8,0,8050.9,295738.5,422089,19887.3,0,196.0374,0,16642.7,32649.4,0,0,PEO- 18:1-20:4,20:4,303.233,8050.9,269604.7,378731.1,16797.3,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 18:1,464.3134,0,26133.8,43357.8,3090,0,
PEONegMS2,1.7,H79 C43 N1 O7 P1 ,PEO-,38,4,None, PEO- 38:4,752.5613,0,91953.6,391210.8,6697.8,0,1887.9,-1.6,66395.6,0,0,196.0372,0,-1.6,-1.6,0,0,PEO- 18:0-20:4,20:4,303.2322,1887.9,-1.6,58078.7,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 18:0,466.3286,0,0,8316.9,0,0,
PEONegMS2,-0.9,H81 C43 N1 O7 P1 ,PEO-,38,3,None, PEO- 38:3,754.5749,0,487032,895.5,0,0,0,377718.6,4550.2,0,0,196.0375,0,7370.8,0,0,0,PEO- 18:2-20:1,20:1,309.2805,0,365174.5,4550.2,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 18:2,462.2991,0,12544.1,0,0,0,
PEONegMS2,1.2,H83 C43 N1 O7 P1 ,PEO-,38,2,None, PEO- 38:2,756.5922,0,322128.8,11613.7,0,0,0,128865.5,3077.9,0,0,196.0372,0,1439.6,0,0,0,PEO- 18:1-20:1,20:1,309.2792,0,122026,3077.9,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 18:1,464.3153,0,6839.5,0,0,0,
PEONegMS2,-1.1,H75 C45 N1 O7 P1 ,PEO-,40,8,None, PEO- 40:8,772.5278,0,436800.2,718289.7,50918.2,0,0,102481.6,84619.6,2464.3,0,196.0376,3065.1,6073.1,6852.1,0,0,PEO- 18:2-22:6,22:6,327.2334,0,83918.6,70775.6,2464.3,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 18:2,462.299,0,18563,13844,0,0,
PEONegMS2,0.8,H77 C45 N1 O7 P1 ,PEO-,40,7,None, PEO- 40:7,774.545,310.3,1645748.7,1546580.8,329071.9,0,0,391121.6,153659.1,3086.3,0,196.0375,3148.8,32948.1,12782.9,4743.8,0,PEO- 18:1-22:6,22:6,327.2332,0,309466.9,123269.2,3086.3,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 18:1,464.3142,0,81654.7,30389.8,0,0,
PEONegMS2,0.8,H77 C45 N1 O7 P1 ,PEO-,40,7,None, PEO- 40:7,774.545,310.3,1645748.7,1546580.8,329071.9,0,0,7041.5,43578.6,77828.4,0,196.0375,3148.8,32948.1,12782.9,4743.8,0,PEO- 18:2-22:5,22:5,329.2478,0,7041.5,41325.5,68315.6,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 18:2,462.301,0,0,2253.1,9512.8,0,
PEONegMS2,2.6,H79 C45 N1 O7 P1 ,PEO-,40,6,None, PEO- 40:6,776.562,-1.7,181843.6,1234606.4,110320.4,0,0,5307.2,55332.4,0,0,196.0378,0,-1.7,3616.6,2013.3,0,PEO- 18:0-22:6,22:6,327.2327,0,-1.7,40713.9,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 18:0,466.3288,0,5308.8,14618.5,0,0,
PEONegMS2,2.6,H79 C45 N1 O7 P1 ,PEO-,40,6,None, PEO- 40:6,776.562,-1.7,181843.6,1234606.4,110320.4,0,0,179662.6,144103.3,3829.3,0,196.0378,0,-1.7,3616.6,2013.3,0,PEO- 18:2-22:4,22:4,331.2635,0,170751.3,136076.9,3829.3,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 18:2,462.299,0,8911.3,8026.4,0,0,
PEONegMS2,2.6,H79 C45 N1 O7 P1 ,PEO-,40,6,None, PEO- 40:6,776.562,-1.7,181843.6,1234606.4,110320.4,0,0,21905.6,73628.5,33067.4,0,196.0378,0,-1.7,3616.6,2013.3,0,PEO- 18:1-22:5,22:5,329.2471,0,21907.3,67632.6,28881.6,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 18:1,464.3159,0,-1.7,5995.9,4185.8,0,
PEONegMS2,4,H81 C45 N1 O7 P1 ,PEO-,40,5,None, PEO- 40:5,778.5787,-1.7,395871.4,795297.3,-1.7,0,0,0,183.2,-1.7,0,196.0379,0,9881.4,12299.1,0,0,PEO- 18:0-22:5,22:5,329.2483,0,0,184.9,-1.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 18:0,466.3294,0,0,-1.7,0,0,
PEONegMS2,4,H81 C45 N1 O7 P1 ,PEO-,40,5,None, PEO- 40:5,778.5787,-1.7,395871.4,795297.3,-1.7,0,0,209309.8,229026.5,2860.5,0,196.0379,0,9881.4,12299.1,0,0,PEO- 18:1-22:4,22:4,331.2645,0,191955.5,210206.7,2860.5,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 18:1,464.3138,0,17354.2,18819.8,0,0,
PEONegMS2,2,H83 C45 N1 O7 P1 ,PEO-,40,4,None, PEO- 40:4,780.5928,0,7324.5,198541.6,-1.7,0,0,-1.7,6127.6,0,0,196.0374,0,-1.7,-1.7,0,0,PEO- 18:0-22:4,22:4,331.2642,0,-1.7,-1.7,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 18:0,466.3294,0,0,6129.3,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
###,PENegMS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PENegMS2,0.2,H61 C31 N1 O8 P1 ,PE,26,0,None, PE 26:0,606.4141,15252.5,12547.9,0,13753.7,3684.7,36293.1,55366,18214.2,9330.8,6476.3,196.0378,9757.1,8173.6,3058.9,2760.4,0,PE 12:0-14:0,12:0,199.1697,32840.2,53381.8,18214.2,7504.6,6476.3,14:0,227.2019,3453,1984.2,0,1826.2,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,1,H65 C33 N1 O8 P1 ,PE,28,0,None, PE 28:0,634.446,0,0,828.8,0,0,2327.7,5047.2,8088.5,1624.9,0,196.0376,0,2957.1,0,0,0,PE 16:0-12:0,16:0,255.2334,2327.7,5048.7,6122,1624.9,0,12:0,199.1697,0,-1.5,1966.5,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,-0.6,H65 C35 N1 O8 P1 ,PE,30,2,None, PE 30:2,658.4449,0,0,0,817,0,40546.1,29220.7,26897.1,19244.7,11696,196.0377,0,4022.4,0,0,0,PE 12:0-18:2,12:0,199.1696,40546.1,29220.7,23561,19244.7,11696,18:2,279.2346,0,0,3336.1,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,0.8,H67 C35 N1 O8 P1 ,PE,30,1,None, PE 30:1,660.4615,0,0,0,1219.2,0,74.9,78795.2,11326.8,3904.5,0,196.0381,3429.8,2688.2,0,0,0,PE 12:0-18:1,12:0,199.17,76.4,78057.2,11066.9,3365,0,18:1,281.2493,-1.5,738.1,259.9,539.6,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,2.5,H69 C35 N1 O8 P1 ,PE,30,0,None, PE 30:0,662.4783,0,0,0,294.2,0,6813.3,7274.5,5789.8,1917.1,2377,196.0375,17473.6,2203.2,0,9797.6,5370.7,PE 12:0-18:0,12:0,199.1699,2937.6,-1.5,0,0,0,18:0,283.264,3875.7,7276.1,5789.8,1917.1,2377,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,0.4,H69 C37 N1 O8 P1 ,PE,32,2,None, PE 32:2,686.4769,0,0,0,12500.3,0,0,0,0,7881.2,0,196.037,0,3259.9,0,0,0,PE 16:1-16:1,16:1,253.2178,0,0,0,3940.6,0,16:1,253.2178,0,0,0,3940.6,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,0.4,H69 C37 N1 O8 P1 ,PE,32,2,None, PE 32:2,686.4769,0,0,0,12500.3,0,-1.5,0,2621.1,4025.2,0,196.037,0,3259.9,0,0,0,PE 18:2-14:0,18:2,279.2334,0,0,2621.1,96,0,14:0,227.2026,-1.5,0,0,3929.2,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,0.4,H69 C37 N1 O8 P1 ,PE,32,2,None, PE 32:2,686.4769,0,0,0,12500.3,0,0,-1.5,2998.9,2955.3,0,196.037,0,3259.9,0,0,0,PE 14:1-18:1,14:1,225.1871,0,0,0,2956.8,0,18:1,281.2487,0,-1.5,2998.9,-1.5,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,0.5,H71 C37 N1 O8 P1 ,PE,32,1,None, PE 32:1,688.4927,0,0,9438.6,83934.1,0,-1.5,6680.4,31409.1,25748.2,1766.8,196.0375,5369.9,3452.5,0,0,0,PE 16:1-16:0,16:1,253.2176,0,3252,10680.1,18425.4,0,16:0,255.2328,-1.5,3428.5,20729,7322.8,1766.8,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,0.5,H71 C37 N1 O8 P1 ,PE,32,1,None, PE 32:1,688.4927,0,0,9438.6,83934.1,0,0,3185.3,3510.2,13055.2,0,196.0375,5369.9,3452.5,0,0,0,PE 14:0-18:1,14:0,227.2017,0,0,0,6273.8,0,18:1,281.249,0,3185.3,3510.2,6781.4,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
